x,y,z
10,2.771046,c
7,10.57782,a
9,8.471515,a
9,4.211148,b
9,5.696529,a
14,12.9988,b
18,10.57234,b
11,11.16409,c
3,5.677615,b
10,17.43411,c
9,3.781195,a
0,14.35309,b
11,19.20083,b
4,0.4245282,a
3,4.15393,c
19,0.1330869,b
3,1.314115,c
2,0.5544046,c
9,8.932304,a
3,14.44258,a
6,7.74534,c
3,15.1279,c
3,6.545338,b
2,14.51993,b
14,0.7557008,a
4,2.530401,a
7,19.84886,a
16,5.533708,a
5,17.20866,c
8,6.270079,a
17,19.29031,b
11,1.503709,b
2,17.50992,c
16,19.37356,b
14,7.841948,a
3,14.31732,b
4,1.492521,b
2,17.26904,a
14,17.83488,b
5,3.642921,a
5,3.813654,c
11,2.470365,b
18,19.01111,c
17,16.29042,b
13,6.203855,b
0,10.5691,a
4,3.228623,a
6,18.69993,c
8,9.033835,c
7,1.599041,b
17,11.72197,c
8,4.191251,b
8,2.915261,b
5,8.443549,a
16,1.940779,a
14,7.277506,c
0,12.70304,b
4,19.16411,a
18,14.36664,c
8,4.288042,a
19,12.09712,c
16,11.33959,b
15,13.71257,b
16,2.45526,b
4,11.77509,c
6,7.749928,b
15,2.853945,c
3,2.76027,b
10,16.41099,a
9,13.44375,b
13,5.835629,c
9,2.8187,a
2,4.245442,b
15,6.096503,c
4,3.777066,b
16,10.00891,b
1,19.30982,c
2,5.663711,c
2,3.055163,b
12,7.732233,b
14,3.576403,a
16,18.62885,a
18,11.79626,c
19,15.33433,a
1,15.49188,b
13,19.022,c
3,9.789541,a
0,16.12045,a
7,16.90376,a
5,1.480708,a
11,18.72837,b
13,8.560049,b
2,0.601656,c
6,1.73666,a
8,15.16669,b
0,15.97523,b
17,9.684161,b
4,2.096678,c
11,13.10157,c
4,10.59027,b
13,16.86271,a
11,15.28509,b
1,1.940783,c
7,11.13694,c
0,16.70661,b
4,10.46924,c
15,19.92501,b
16,10.52293,a
16,7.380175,b
15,19.5931,c
11,13.91711,a
3,6.080174,c
0,0.002626413,c
4,13.68631,a
17,5.8042,a
5,0.9050214,b
15,14.53335,a
13,13.98379,a
9,13.99332,c
8,3.426872,c
13,13.95987,b
3,16.44692,c
12,11.04264,b
5,18.73832,b
11,14.97937,a
1,18.39123,b
18,9.516859,b
2,9.61788,b
10,18.96801,c
8,9.554352,a
3,17.63429,c
13,6.988529,c
4,8.742753,c
14,11.92347,c
14,14.36973,b
1,13.02423,b
18,11.87465,a
16,11.65789,c
9,0.7584428,b
5,2.454388,c
19,10.62161,a
11,1.62498,b
6,11.59105,c
1,4.209245,c
2,8.482046,c
6,4.20814,a
9,12.88198,a
1,8.710095,b
18,8.06887,b
10,2.142604,b
7,4.496857,c
19,2.118875,c
9,13.76445,a
0,15.20128,b
8,17.63103,b
6,6.071574,c
13,6.200278,a
3,0.7019253,a
14,12.19768,b
14,12.39102,c
14,0.4091185,b
6,4.928012,c
11,2.668479,a
11,12.96803,c
8,9.377851,b
0,13.22871,b
19,8.027757,c
6,1.615381,b
6,0.3846542,a
4,16.28601,b
7,17.74791,b
2,7.706276,c
19,12.891,a
3,9.144644,c
0,13.70394,c
14,5.319959,a
7,16.31201,b
9,19.50572,b
1,12.2912,a
19,15.30356,a
18,16.28472,a
12,9.753504,b
10,3.295087,b
5,17.72527,c
3,5.506862,b
11,3.191039,c
9,8.152925,c
15,1.590913,a
12,17.89155,b
19,13.25919,c
18,1.034557,b
2,13.60696,c
18,13.05537,b
1,2.212581,a
6,2.179673,c
14,17.60271,a
3,9.496102,a
2,1.993868,b
10,10.94691,c
4,8.023654,a
10,2.379631,a
2,10.61919,c
13,11.32655,b
0,7.751112,a
16,7.729041,a
15,13.4049,c
4,8.118688,c
5,3.763811,b
7,6.021761,a
14,19.40461,a
7,12.12997,b
19,18.32756,c
16,9.962407,c
8,1.365072,c
0,10.20029,a
15,11.79064,c
18,7.502824,b
3,15.68956,a
6,5.368642,c
6,11.27708,b
0,17.09836,c
15,5.409902,b
0,6.429631,c
0,13.14354,b
3,18.6745,c
19,18.21727,c
4,0.8363758,a
8,3.075715,b
4,0.9058692,a
13,6.840065,b
15,4.950931,c
3,12.44953,a
4,2.473679,c
2,7.985034,a
19,16.06239,a
9,12.29763,c
1,10.28406,a
9,9.237507,c
8,1.974655,a
14,0.03219153,a
14,5.728678,c
1,15.25595,c
2,12.58388,a
10,12.38567,b
4,8.832292,b
16,0.606671,a
0,2.402805,a
12,3.870353,a
5,0.2306498,b
19,0.1261249,c
16,19.61405,c
5,8.285981,c
14,9.826327,b
4,3.909596,a
16,8.519633,a
7,3.012479,c
10,9.856918,b
15,0.420839,a
5,3.498443,c
7,6.301707,b
5,4.888821,a
5,10.60895,c
1,0.4344508,c
3,0.3323641,b
10,6.390683,a
19,6.177444,c
11,14.72841,c
7,17.466,c
18,2.219421,a
14,12.87273,c
6,9.126936,c
15,19.33511,b
11,1.575874,a
4,0.09747787,b
2,19.86111,a
7,15.44303,c
4,16.4486,b
7,8.289723,a
8,3.425046,a
0,3.049992,a
12,14.67464,a
1,18.78014,c
18,2.667882,b
3,18.21778,c
18,14.3711,b
9,12.98522,c
6,7.773813,a
2,14.81786,a
15,4.005346,b
12,13.8974,b
2,3.954431,a
3,9.276659,c
13,2.505725,a
2,10.80971,b
2,2.674562,c
0,1.926792,a
16,5.049266,c
14,2.495984,b
8,7.399633,a
5,17.11562,a
6,6.299224,c
7,2.314003,a
3,4.007167,a
4,14.53604,a
16,17.27226,a
10,18.01304,c
5,12.35821,b
13,16.51099,c
3,19.36843,b
19,15.48392,a
8,7.964735,a
4,7.504719,a
10,1.223738,a
6,13.94562,c
6,16.23002,b
3,9.501849,a
5,15.57847,c
2,19.83233,a
8,3.663756,c
11,12.11915,c
1,14.57656,a
1,2.360045,a
10,12.26493,c
4,15.3759,c
16,10.11395,c
15,6.875756,a
11,10.14464,c
3,10.28515,c
5,13.15118,c
19,2.900451,c
8,11.95959,a
0,13.63737,b
11,16.14039,a
19,12.40695,a
13,0.5813611,a
8,19.29187,b
11,14.70491,b
3,16.14641,c
0,18.65041,b
13,8.629944,a
3,4.145544,a
15,0.1465186,b
5,17.71968,b
3,9.371776,a
18,10.26803,c
4,0.9209831,a
13,3.717515,b
14,7.091024,b
1,0.3767199,a
11,6.041788,b
6,10.82685,b
12,16.46385,a
13,9.787825,c
6,6.98508,b
8,8.932186,a
9,6.788284,b
11,11.53128,a
17,15.84134,a
17,14.81642,c
19,12.14582,b
18,2.405578,b
16,11.91806,c
5,19.00016,b
3,15.4664,b
13,4.680209,b
9,10.14331,c
12,3.918722,c
5,7.159916,b
3,10.23221,c
16,8.391978,c
4,19.4028,c
10,5.774649,a
17,9.771496,a
8,3.007117,c
17,7.486472,a
0,1.504505,a
13,13.41542,c
13,8.196725,b
11,11.9728,a
4,1.752898,c
10,19.52956,a
3,4.077542,a
15,10.39918,b
8,9.213034,b
9,19.47603,b
12,13.92835,a
13,3.449957,b
2,0.07635739,b
17,2.457022,c
19,11.7752,a
8,7.750685,c
0,16.69994,b
10,0.3542744,a
12,16.59113,b
11,8.492399,a
6,14.78236,b
18,4.411534,c
15,10.27697,b
18,5.301833,c
16,8.738148,b
7,1.741061,a
6,8.987267,c
18,5.880106,c
8,16.20088,b
16,13.15768,a
15,14.44271,a
18,10.12902,a
3,19.16945,c
5,15.99131,b
19,9.890662,c
14,8.76732,b
10,16.1239,b
10,0.4294518,c
1,2.930717,a
5,1.7059,c
19,16.99409,a
19,12.83416,a
12,4.641845,c
7,7.120807,c
3,6.538502,a
19,1.798012,a
9,6.206649,c
9,3.932189,b
2,1.348943,a
10,8.850251,c
3,0.0212048,b
16,3.453483,c
12,7.615741,c
7,5.342698,c
2,7.748896,a
6,5.379226,b
3,1.669238,c
19,4.530311,a
18,11.5948,c
17,1.232593,b
7,3.432139,a
3,18.55614,a
3,15.30634,a
12,1.357039,b
8,8.599721,c
0,17.46797,b
12,17.73646,c
11,19.65523,c
0,1.295778,a
8,14.64427,a
0,0.8683374,a
3,5.674476,c
5,18.80613,b
2,16.56492,b
17,8.645261,c
3,7.071347,a
4,1.105868,a
14,18.83246,b
8,15.52548,a
2,2.020003,b
4,4.603765,b
15,10.76523,a
1,16.67993,c
15,17.43964,a
10,13.06448,c
13,2.836045,a
16,11.3997,c
7,11.05117,b
4,11.78808,a
12,17.72651,c
8,15.42583,a
14,3.450205,c
13,12.20335,a
18,17.0181,c
15,18.75491,c
14,18.86254,b
8,11.12165,b
4,2.150104,a
5,8.270104,c
8,13.30844,c
10,3.298175,b
19,12.55108,a
0,18.46187,c
5,14.29876,c
4,19.27826,b
8,6.033168,b
2,5.592134,b
13,15.56784,b
8,2.755271,a
1,3.070185,c
13,18.91155,b
13,18.6827,b
15,6.086212,b
15,8.331858,a
11,14.50195,a
17,16.12289,b
18,9.818371,b
16,14.99718,b
9,7.718146,c
11,11.33883,a
11,8.678528,a
19,13.86607,b
15,15.82186,b
0,5.364867,b
10,15.9672,a
6,10.82184,c
0,1.550224,a
7,7.603489,c
10,12.98716,c
7,2.930536,a
4,17.50742,c
16,9.921953,a
6,11.67288,a
1,12.47723,c
15,12.9313,a
2,1.065818,a
9,4.190384,c
7,14.33998,b
6,14.30374,a
0,17.4661,b
13,1.979881,c
6,16.46861,a
14,5.310033,c
9,5.564091,a
9,17.21186,c
17,19.10756,c
7,9.732034,c
5,3.862318,c
12,11.032,c
6,16.76782,c
9,6.818775,c
9,4.155826,a
18,11.4324,a
19,18.97402,c
7,16.21871,b
1,14.90274,a
11,5.177032,a
4,16.99211,a
11,15.81797,a
13,0.4615191,c
6,7.372839,c
14,3.148272,b
9,9.719417,a
1,12.29587,a
6,10.29557,c
8,17.95439,a
16,10.98843,c
6,11.3848,a
3,2.829661,a
17,13.52933,b
10,17.1468,c
8,0.5253152,b
5,6.069525,c
2,17.57673,c
14,12.71654,a
6,1.383845,b
14,19.95863,a
17,6.422427,c
15,1.863328,b
6,0.4985621,a
2,4.628217,c
12,12.47015,b
4,9.470455,b
18,11.407,a
5,5.562506,c
5,4.240729,b
19,18.41382,b
12,18.33037,c
8,15.04524,a
18,15.08255,c
15,9.638795,b
4,0.5687703,a
10,3.884426,b
18,18.1701,a
1,3.776548,a
7,14.25553,c
11,8.944155,b
1,2.17132,a
18,5.502864,a
7,7.750536,c
0,1.879617,b
3,10.4777,c
17,7.45846,b
7,7.770553,a
12,7.597828,c
8,2.13742,c
15,12.43628,c
19,15.75858,c
6,17.8933,c
10,17.66124,a
6,4.512534,a
9,6.257556,b
15,9.564723,c
3,14.05369,a
13,14.77865,a
5,12.16414,a
6,19.30682,a
13,14.05886,b
11,12.0689,c
12,18.90342,c
3,19.14376,a
17,13.24933,a
9,0.7159385,a
2,3.866124,c
9,1.330362,a
12,0.6084361,c
14,5.863261,a
17,10.96205,c
0,14.3084,a
14,4.791147,b
5,4.871626,b
6,17.96257,a
0,12.54377,b
5,15.9648,c
11,4.615266,a
18,7.3492,b
2,5.492225,c
15,15.79962,a
1,17.05187,a
6,13.09056,a
6,12.87322,b
1,6.541584,b
19,17.86342,b
9,6.821668,c
13,17.59413,c
15,16.21741,a
13,8.996078,b
10,1.225391,c
8,2.47941,b
18,16.01232,a
10,18.93654,b
6,11.11085,c
18,7.320389,b
8,8.644342,b
5,8.010326,c
6,15.95305,c
13,2.058252,a
12,15.10032,b
10,16.67137,c
1,3.987937,b
13,11.86643,a
18,1.9452,a
1,18.4388,b
16,2.162976,a
15,6.24354,c
8,9.265442,c
14,6.361164,b
14,8.140562,b
13,0.8157301,a
6,10.21216,a
1,11.48038,b
17,13.6714,b
11,19.45885,b
12,13.36697,b
9,4.48011,c
9,7.938393,b
5,11.04175,c
10,0.09225547,c
0,13.40588,a
12,17.65707,b
6,4.032379,c
9,19.60059,b
13,14.07984,a
15,19.41373,b
3,3.854801,b
7,14.44235,a
18,13.59905,c
9,7.285201,c
3,12.61276,c
2,19.68361,b
4,7.635552,b
2,7.831012,c
13,1.542479,b
18,3.865149,a
6,7.950571,b
18,1.976424,b
8,6.998358,a
17,0.9355129,b
2,3.411107,a
12,19.92764,c
5,16.7977,a
16,17.47695,b
11,9.540384,c
13,17.81932,a
18,3.898995,c
5,9.439237,b
15,15.80369,b
14,5.944979,c
12,3.121478,b
2,16.0941,c
7,2.886455,c
19,14.64581,c
0,18.17566,c
9,4.205782,b
11,8.093966,a
17,4.729071,a
7,11.11124,b
9,10.58784,a
3,5.483454,b
6,1.729565,a
16,18.43382,c
19,10.24657,b
8,5.00744,b
2,1.549104,b
10,10.47747,b
19,15.98994,c
0,8.57719,c
17,10.85122,b
1,0.4575463,b
0,17.90464,c
11,6.465516,c
5,11.47259,a
2,9.507027,c
3,4.689584,c
1,5.24273,c
8,16.86988,c
15,3.037696,a
17,19.69497,c
19,19.66981,c
3,3.938625,b
12,17.14891,b
0,14.08971,c
15,10.33795,b
11,7.170313,c
12,17.44288,b
17,0.5203479,a
16,5.723605,a
17,15.01889,a
17,6.433276,b
13,13.94832,c
7,9.425271,b
9,2.498181,c
0,0.1245854,c
18,4.483118,a
14,13.28886,b
18,7.829069,a
14,17.03898,a
5,14.74863,c
18,8.207737,a
3,18.8785,a
7,3.120314,a
8,18.26173,c
12,19.24054,a
5,9.295086,c
12,19.33328,c
16,13.97851,b
2,13.62449,a
7,3.433298,a
15,10.67445,b
19,5.252863,b
8,12.55365,b
5,9.820705,b
7,3.240001,b
0,15.71336,a
14,2.963172,b
8,6.224055,a
14,7.665828,a
19,17.16047,b
6,4.909765,b
3,15.19546,b
18,18.27731,a
18,1.436282,b
1,3.606907,b
19,3.282105,c
7,9.130125,b
0,6.74557,c
11,12.15688,b
13,4.006209,c
12,6.242247,c
7,5.17684,b
19,0.8245337,c
0,15.71984,b
0,18.5234,c
17,15.05896,b
19,2.883486,a
16,1.24163,c
3,16.97938,a
10,11.03417,b
1,3.141227,c
10,12.29781,b
1,14.27733,a
1,14.77617,b
4,2.033774,c
9,11.8729,c
1,9.047972,a
6,16.72193,a
16,13.39308,b
11,13.19211,c
17,16.44749,b
7,13.17364,c
6,1.24795,a
17,19.70716,a
3,9.94205,c
18,17.52841,b
18,12.33849,c
4,2.904907,c
8,9.449851,b
12,10.11421,c
18,14.81489,c
6,12.50504,a
13,1.369673,a
5,0.8654336,b
10,5.366199,c
10,12.65809,c
10,19.62531,c
15,12.79099,a
1,15.35825,c
3,16.05247,b
14,4.149281,a
4,19.71832,a
9,17.7323,b
10,14.25796,c
13,7.073089,b
15,11.96427,b
19,5.221792,c
10,2.512556,c
12,8.009501,c
7,18.64802,a
19,13.78327,b
5,4.011927,a
12,1.518783,a
3,1.711492,a
13,10.55637,b
2,18.13067,c
0,12.15642,c
19,19.14666,a
18,10.98177,a
0,15.13435,a
18,5.294119,a
8,18.14534,c
18,10.72613,a
3,0.2169864,c
18,7.583826,a
1,18.90253,b
5,2.767386,b
15,16.23307,c
10,16.0166,c
12,4.643824,c
6,16.60831,a
12,13.98863,b
8,4.39463,b
5,9.316923,c
13,11.98373,b
1,8.538121,a
17,4.48991,b
15,6.239677,a
7,15.19341,b
16,0.0533173,c
18,11.6462,b
18,5.372528,c
12,15.66274,a
15,11.34704,c
7,6.493023,a
7,3.15765,b
4,7.684588,b
7,3.635492,c
15,16.03656,b
16,10.87025,c
7,4.152042,a
18,18.33342,a
10,19.82086,b
4,16.50022,b
6,17.42455,a
9,8.86108,a
5,3.961016,a
13,14.64065,b
11,6.987224,b
10,10.64378,b
13,7.771033,a
6,11.95877,b
1,2.538628,a
4,10.78366,a
16,12.43766,a
11,5.763947,c
17,10.97078,a
8,1.4316,c
2,10.25455,a
6,0.0317787,a
10,19.11714,b
8,1.066131,b
14,18.96205,b
1,19.08949,a
7,5.078641,b
7,15.25388,a
3,13.24307,a
10,1.598338,b
8,11.53213,b
11,6.75978,a
10,3.767895,c
7,11.92184,a
2,15.15291,a
18,14.02877,c
16,12.80346,b
1,14.76472,c
14,3.767007,a
4,2.591366,c
5,17.95601,a
16,14.33462,b
14,18.99213,b
11,3.496401,a
7,9.085519,b
8,19.6882,a
18,14.87666,b
6,16.87839,c
15,4.369383,c
13,14.5375,b
7,13.88697,a
0,6.305919,a
18,8.697798,b
19,1.795675,a
6,8.450032,a
19,9.514261,c
5,13.75354,c
7,13.21942,b
19,12.0349,c
7,14.84097,b
10,12.56218,b
7,11.12658,c
13,19.10876,c
12,11.42754,b
17,6.896573,b
2,18.06441,c
12,1.888513,a
16,3.475195,b
8,9.694482,c
10,7.352619,a
18,3.741518,a
19,2.000496,b
19,15.90553,a
12,9.951206,c
10,13.8454,a
15,9.36126,b
4,13.21126,b
11,4.941908,a
10,17.58211,b
1,15.15722,a
11,15.1703,c
12,18.93063,a
6,4.995247,c
12,15.16616,c
9,15.2496,a
12,0.9845345,b
13,4.474555,c
0,17.87674,b
11,2.065569,c
14,6.954632,b
11,16.37152,c
19,0.4261409,c
15,18.96805,c
12,4.369238,a
5,15.71601,c
6,5.138761,a
18,15.91319,c
1,13.77273,a
8,7.597721,a
10,5.52331,b
3,6.708495,b
18,4.994908,b
5,16.98953,a
3,5.45876,c
4,11.49531,c
6,3.810215,b
3,2.797185,a
11,2.077762,b
16,9.729637,b
2,15.28167,b
5,2.532389,b
1,7.01718,c
19,9.453952,c
4,19.10039,a
6,5.868643,b
15,4.470217,a
9,2.683236,c
11,14.24788,b
4,6.276304,a
10,14.54304,a
1,18.03954,c
11,1.074423,b
6,2.969224,b
13,3.606942,c
11,4.146531,b
8,11.15936,a
12,1.539946,b
1,15.48634,b
18,8.163847,c
1,14.6804,c
13,16.02379,b
8,3.254724,c
9,12.03261,c
12,10.24539,c
8,7.550608,b
14,14.81685,c
13,18.75095,b
3,10.95404,b
11,8.245467,b
12,4.429496,a
19,12.22997,a
8,10.39013,b
4,15.35064,c
0,12.6468,b
5,7.822102,b
16,17.1901,a
8,19.35615,b
10,4.584993,a
4,12.33993,c
4,12.01373,a
15,15.88366,c
9,3.292563,a
13,10.92708,a
19,15.42357,b
11,9.358033,a
19,1.281025,a
5,16.01535,b
4,11.08096,a
3,0.03205479,c
19,10.86556,a
9,5.89348,b
1,13.67061,c
10,2.461027,a
19,6.110057,c
5,19.18033,b
9,19.87767,c
13,6.720137,c
13,1.81017,c
6,17.59081,b
7,9.28789,b
3,7.633639,b
19,2.992289,c
13,4.742278,b
19,13.36137,c
0,13.10165,b
17,16.94465,a
13,11.57149,b
10,10.80023,a
1,18.04546,a
16,4.604129,a
1,11.08709,a
7,19.23608,a
0,16.01743,b
18,8.901911,b
2,14.96121,c
2,15.91986,b
16,7.518438,b
0,13.4032,a
3,0.3077367,a
15,19.86069,c
17,4.27976,b
12,19.29883,b
18,16.27811,c
11,15.08436,a
10,18.02673,a
0,7.534001,c
9,9.975794,a
14,11.68649,b
15,0.1992829,c
1,13.76704,c
4,4.374966,b
6,15.85891,c
2,5.137967,a
10,13.42976,c
15,0.5028489,b
17,9.101457,c
11,4.665687,a
11,5.014536,c
5,17.88795,a
12,19.8059,b
8,3.4289,c
8,4.930804,c
9,5.910483,c
8,2.117005,c
19,6.869654,b
2,19.99251,b
9,1.824031,a
19,12.76965,a
7,15.57318,a
2,9.880884,b
8,7.505883,a
19,7.432795,b
14,18.40271,c
19,2.695161,c
6,2.106698,a
8,1.46662,a
3,11.40742,a
3,12.32949,b
1,12.27255,a
0,3.05081,c
6,2.229416,c
14,17.04845,c
11,1.333038,c
18,9.582894,a
5,8.198583,a
17,17.50331,c
7,14.94512,c
1,14.1058,b
1,15.76117,c
0,0.3733408,a
4,6.830176,c
12,3.625406,b
16,3.247156,a
17,2.987519,c
6,1.755309,a
18,4.717274,c
15,7.535732,b
1,10.16002,a
1,6.041656,a
18,16.34556,a
12,0.9377483,c
13,7.658244,c
14,12.12746,c
10,1.444738,b
16,16.03499,c
2,13.2244,a
7,13.83449,a
1,5.053991,a
19,18.44373,b
16,4.429131,c
12,6.700794,b
16,2.326839,c
8,18.0795,a
1,12.1309,b
12,11.42606,a
1,6.550272,b
17,12.94409,c
10,11.56822,a
19,4.440978,a
2,2.822125,a
0,7.561094,a
7,5.500657,c
3,11.81658,c
14,3.825428,c
17,7.080542,c
4,16.84823,a
15,3.049072,a
18,8.400551,b
2,11.24846,c
19,18.29635,b
5,18.6964,b
17,13.43131,b
13,4.561166,b
12,8.998405,a
18,13.62446,c
4,0.6240716,c
2,8.182541,c
7,14.50133,b
13,13.4746,b
3,4.244993,c
12,9.543726,a
3,14.45756,c
0,0.9102384,a
3,11.20917,b
11,9.969497,b
11,8.118866,b
19,1.825912,c
11,5.045984,a
18,18.33672,c
7,4.427369,b
14,18.9482,c
14,13.29368,b
16,16.50174,b
8,10.15262,a
15,0.3304157,c
4,12.89843,c
15,15.75311,c
8,15.0771,a
0,6.961229,a
10,11.91646,a
10,13.87766,c
5,6.36622,c
7,11.2551,c
1,5.353715,a
7,7.237367,b
5,16.68065,b
13,9.295806,c
9,0.45332,b
1,19.07841,b
16,8.484365,b
16,2.852176,b
1,6.764435,b
0,8.102362,b
4,10.78737,a
2,2.242471,c
10,6.540696,c
2,18.02057,a
7,17.07364,b
10,15.36862,c
14,2.057641,a
4,12.20656,a
18,0.3350179,a
0,3.287422,b
5,10.36111,b
14,18.51185,b
19,3.318784,c
1,11.38319,a
7,2.093085,b
17,18.67526,b
17,5.829813,a
15,11.41087,b
10,10.17565,b
13,3.611906,c
7,8.724636,c
10,13.0958,a
14,19.97024,a
12,1.74707,c
2,9.682075,b
13,15.09631,b
16,14.30513,b
7,14.30293,a
14,3.600393,b
11,2.33494,c
16,0.9454617,b
8,13.08777,b
0,2.249114,a
12,4.761352,b
7,12.42883,c
0,15.1876,b
17,9.18569,a
18,6.793323,c
17,3.469075,b
5,6.820302,b
6,13.06405,b
14,5.563457,b
13,19.02166,a
14,12.90703,a
1,2.19408,a
2,13.89152,c
8,8.573707,a
19,5.565047,c
1,12.89908,b
18,1.270052,a
2,11.85922,a
17,0.9251522,c
9,2.563748,b
4,9.687041,a
0,16.06956,c
14,12.74462,b
19,18.48166,a
6,7.741043,c
13,19.45783,a
16,16.1753,b
4,13.12545,b
9,18.5317,a
14,18.21081,a
14,3.83271,a
18,1.456694,b
1,11.35566,b
18,5.658805,a
2,18.05566,c
5,14.01119,b
12,0.08211678,a
16,2.773504,b
4,11.25743,b
12,13.58349,b
4,10.10453,c
9,16.12139,c
10,10.9275,c
3,5.224273,b
14,12.18439,a
1,18.53188,b
0,8.961987,b
19,18.94206,b
1,10.21084,b
4,5.295135,a
19,0.4959607,a
6,16.30795,b
0,18.83576,b
10,8.203424,b
19,11.95373,b
14,10.98765,a
0,5.435688,a
5,10.67418,b
7,15.10031,c
17,1.531378,a
7,1.812289,c
1,13.63813,b
3,4.262276,a
5,12.71235,c
1,15.92451,a
13,15.48035,b
15,1.919349,a
12,1.504001,c
11,18.99312,a
14,10.10471,a
19,10.45491,a
19,5.944845,b
6,0.1042486,c
11,10.5307,c
14,18.25015,c
3,14.70282,a
9,16.58467,b
5,19.66361,c
14,5.261331,c
12,13.52153,c
17,16.46736,b
8,6.692303,a
8,13.22024,a
2,1.897636,c
16,19.20402,c
11,6.219177,b
16,16.31455,b
2,10.26937,b
8,9.965281,b
19,9.640195,b
5,2.810319,c
9,10.49421,b
12,17.2135,a
5,9.580821,b
14,18.18266,a
0,9.553623,a
10,14.62715,a
6,13.73222,b
8,6.360596,a
9,8.096033,b
12,4.918949,a
15,8.543649,a
8,3.581428,a
14,19.59942,a
14,8.696945,c
18,6.730572,c
4,19.09244,c
7,10.99929,b
7,18.18028,a
8,11.37963,b
7,15.092,b
14,17.31431,a
19,15.24884,c
7,19.63237,b
3,13.73939,a
14,19.95322,b
7,10.31558,b
12,6.888607,b
3,4.104034,a
6,4.806289,b
9,3.21776,b
14,9.295567,b
3,1.57671,c
12,8.28019,b
6,5.292366,a
1,17.86841,c
3,17.91168,b
4,7.056249,a
19,2.23087,c
8,15.71813,a
12,2.906508,b
6,19.04876,c
19,4.228125,c
0,12.17545,b
4,10.79086,b
9,8.642632,a
5,13.558,a
9,0.9379035,a
4,17.36758,c
3,1.622039,b
14,13.85809,c
8,18.50842,c
8,1.188662,b
18,14.0002,a
11,4.414179,a
5,11.37413,c
2,4.249633,c
9,8.871384,c
14,0.118672,a
0,2.437285,a
12,18.46603,b
11,6.542306,b
16,3.582302,c
12,12.31686,b
15,14.01273,b
8,13.25527,a
19,12.18001,b
0,5.113643,a
0,8.790931,b
6,13.42838,a
19,17.43519,a
5,1.999755,c
1,9.784173,a
14,3.441321,b
11,1.841345,a
10,6.509516,a
8,7.025608,b
19,7.594538,c
17,17.61455,c
11,12.55026,a
10,12.6915,b
6,13.42083,b
3,17.5844,a
14,18.91475,c
8,19.69071,b
13,10.6776,b
10,7.244262,b
3,7.8889,c
13,4.909856,a
11,9.965448,c
15,6.616533,a
7,11.60567,b
8,8.562938,c
13,9.404112,c
15,0.9994554,b
7,13.99738,c
1,2.768869,b
15,9.876324,a
10,11.05233,c
7,16.05684,c
5,10.95104,a
9,13.90521,a
12,1.205478,c
19,11.91579,a
7,8.066764,c
18,4.976288,c
3,9.551163,a
19,16.92114,c
1,0.8513221,b
17,15.16478,b
0,16.50169,c
1,11.20808,b
9,13.63661,b
13,13.15226,b
14,9.919233,a
13,7.677875,a
10,19.24481,a
17,1.27345,a
12,19.54139,c
8,3.806911,c
10,3.233561,c
2,15.39805,c
9,8.608476,b
6,12.56801,c
3,1.969763,a
9,1.398124,b
8,4.152456,b
17,4.271868,a
4,8.386563,a
12,4.246069,c
8,11.80164,a
0,10.29774,c
9,16.64961,c
10,0.2538142,a
4,4.770408,a
15,9.764441,b
5,2.953327,b
2,1.842701,a
11,2.644564,c
7,19.94627,b
7,4.569725,a
3,8.570419,c
10,16.20446,b
2,18.77796,b
16,4.55676,c
16,2.783766,c
10,6.08904,a
5,0.9013351,b
5,19.30937,a
11,17.96174,c
19,18.12387,c
19,8.129233,b
2,10.01529,b
13,18.68788,c
5,12.86263,c
3,6.109529,c
1,2.483873,c
4,7.998095,b
15,1.196066,b
2,18.84027,b
1,17.62751,c
10,12.73961,b
13,18.84779,c
15,6.190189,c
7,15.60154,c
10,15.39971,c
5,11.99557,b
12,11.969,b
17,8.511344,a
13,11.66182,a
17,5.52774,b
9,18.23169,b
19,3.676192,c
9,13.77994,c
1,11.46421,a
9,17.7356,a
13,13.7043,c
0,1.44813,b
16,1.026953,c
0,4.893274,c
9,16.86406,c
16,8.481539,a
18,0.06494283,b
2,16.57804,a
5,3.201119,b
18,6.705532,a
9,10.86473,c
19,15.8115,c
4,0.08231449,a
1,3.789117,a
2,17.89796,c
15,11.42201,a
13,3.136878,b
2,3.285993,c
11,15.53134,a
9,18.89105,c
6,9.815074,c
7,3.738398,c
8,19.28736,b
9,7.255185,c
2,18.89899,a
10,18.47964,b
3,3.520305,b
1,8.795934,b
17,13.04231,c
0,5.653069,a
12,4.648187,b
6,19.99282,b
19,11.85289,a
2,14.56371,c
2,8.364091,a
11,15.18041,a
3,7.405845,a
19,9.911821,a
10,13.66723,c
7,0.6256022,a
18,4.61687,a
12,15.1065,b
16,3.755295,c
6,14.06626,a
18,14.06543,b
7,6.035571,a
11,12.90775,a
4,8.714616,a
2,17.31417,b
13,11.65144,b
1,6.904014,a
14,0.2417214,c
9,19.27308,b
19,6.308849,c
10,13.2743,a
9,18.60313,a
3,18.29297,a
14,18.74285,c
12,8.300084,c
17,8.308787,c
14,9.597379,b
14,2.389663,b
17,3.814308,c
18,4.327322,c
15,10.24567,c
17,14.48603,c
6,10.53637,a
2,0.7218136,b
9,7.976573,c
12,19.17702,a
6,16.82822,a
4,5.258177,a
19,7.819583,c
3,2.765767,a
